    #,  TwoTheta,     Theta, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,     kpow,      ch5,      ch6,      ch7,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18
   80,    2.2857,    1.1429,        0,   247823,   1.4702,    23511,      553,     0000, 0.45543392,        0,        1,   406888,   405360, 111275.34, 92600.804,     3875,    26156,    63024,        1,        0,        0,        0,        0,        0,   405663,    29738,   335850,      335,   371916,      553,       -2,   306970,   112867,       32,   343601,     1703,       -2,       -2,       -2,       -2,        0,        0
   81,    2.3143,    1.1571,        1,   249415,   1.4820,    23667,      558,     0000, 0.49345869,        0,        1,   410026,   408558, 111681.53, 92871.576,     3837,    25982,    63198,        4,        0,        0,        0,        0,        0,   425807,    31915,   360029,      316,   393912,      534,       -2,   330651,   123076,       34,   364630,     1668,       -2,       -2,       -2,       -2,        0,        0
   82,    2.3429,    1.1714,        0,   251270,   1.4940,    23837,      562,     0000, 0.52964938,        0,        1,   413558,   412205, 112259.77, 93524.911,     3754,    25833,    64119,        3,        0,        0,        0,        0,        0,   451384,    33616,   388800,      286,   421810,      501,       -2,   358191,   133085,       26,   391996,     1675,       -2,       -2,       -2,       -2,        0,        0
   83,    2.3714,    1.1857,        0,   253228,   1.5061,    24024,      567,     0000, 0.56179017,        0,        0,   417425,   416194, 113417.66, 94090.992,     3785,    25874,    64294,        1,        0,        0,        0,        0,        0,   477328,    34302,   416344,      264,   449338,      475,       -2,   383901,   142261,       22,   419329,     1697,       -2,       -2,       -2,       -2,        0,        0
   84,       2.4,       1.2,        0,   255398,   1.5184,    24225,      571,     0000, 0.58050572,        0,        0,   421251,   419998, 114050.06, 94616.059,     3817,    25962,    64556,        2,        0,        0,        0,        0,        0,   492927,    34434,   433446,      284,   466406,      503,       -2,   399335,   148260,       22,   438227,     1788,       -2,       -2,       -2,       -2,        0,        0
   85,    2.4286,    1.2143,        1,   257416,   1.5308,    24425,      577,     0000, 0.58124204,        0,        3,   424995,   423475, 115036.25, 95816.856,     3826,    26020,    65457,        0,        0,        0,        0,        0,        0,   498635,    33478,   440051,      281,   473296,      479,       -2,   404847,   149621,       29,   447428,     1838,       -2,       -2,       -2,       -2,        0,        0
   86,    2.4571,    1.2286,        0,   259454,   1.5434,    24615,      582,     0000, 0.56240027,        0,        0,   428373,   426972, 115222.55, 95683.361,     3764,    25795,    65220,        2,        0,        0,        0,        0,        0,   487319,    31269,   429965,      294,   463268,      480,       -2,   394465,   145917,       23,   440542,     2051,       -2,       -2,       -2,       -2,        0,        0
   87,    2.4857,    1.2429,        0,   261429,   1.5561,    24799,      587,     0000, 0.52477346,        0,        0,   431970,   430026, 115366.94, 96138.34,     3829,    25695,    65737,        1,        0,        0,        0,        0,        0,   462651,    28104,   406462,      250,   439343,      444,       -2,   371886,   137191,       17,   420170,     2073,       -2,       -2,       -2,       -2,        0,        0
   88,    2.5143,    1.2571,        0,   263220,   1.5689,    24970,      592,     0000, 0.47435225,        0,        0,   435255,   433338, 116546.09, 96956.214,     3777,    25525,    66382,        0,        0,        0,        0,        0,        0,   424905,    24534,   370211,      227,   402322,      406,       -2,   336981,   124859,       20,   386756,     2158,       -2,       -2,       -2,       -2,        0,        0
   89,    2.5429,    1.2714,        0,   265191,   1.5820,    25154,      596,     0000, 0.41427877,        0,        2,   439028,   436750, 117698.74, 98006.612,     3750,    25481,    67087,        1,        0,        0,        0,        0,        0,   379033,    20493,   327023,      228,   356850,      405,       -2,   296548,   109863,       26,   344282,     2301,       -2,       -2,       -2,       -2,        0,        0
   90,    2.5714,    1.2857,        0,   267543,   1.5951,    25381,      602,     0000, 0.3463219,        0,        2,   442963,   441001, 117819.02, 98140.248,     3686,    25697,    67203,        0,        0,        0,        0,        0,        0,   329214,    16455,   278599,      206,   306857,      375,       -2,   252020,    92656,       18,   296954,     2298,       -2,       -2,       -2,       -2,        0,        0
   91,       2.6,       1.3,        0,   269889,   1.6084,    25605,      606,     0000, 0.2842539,        0,        2,   446982,   444989, 118667.75, 98894.082,     3679,    25581,    67700,        4,        0,        0,        0,        0,        0,   278976,    13068,   230955,      221,   256915,      386,       -2,   207554,    76717,       19,   248549,     2500,       -2,       -2,       -2,       -2,        0,        0
   92,    2.6286,    1.3143,        0,   272327,   1.6218,    25836,      611,     0000, 0.22418269,        0,        2,   450635,   448836, 119508.88, 99822.932,     3673,    25789,    68373,        0,        0,        0,        0,        0,        0,   231092,     9884,   185912,      219,   209267,      352,       -2,   166187,    61051,       24,   202240,     2456,       -2,       -2,       -2,       -2,        0,        0
   93,    2.6571,    1.3286,        0,   274739,   1.6354,    26062,      616,     0000, 0.17892982,        0,        1,   454177,   452547, 121059.93, 101066.72,     3720,    25688,    69520,        1,        0,        0,        0,        0,        0,   192447,     8020,   149728,      189,   170265,      365,       -2,   133300,    49159,       16,   163663,     2673,       -2,       -2,       -2,       -2,        0,        0
   94,    2.6857,    1.3429,        0,   276981,   1.6492,    26273,      618,     0000, 0.14196281,        0,        4,   458063,   455982, 120442.59, 100786.06,     3722,    25567,    69143,        2,        0,        0,        0,        0,        0,   161434,     6216,   121613,      210,   139711,      355,       -2,   107957,    39321,       14,   132838,     2713,       -2,       -2,       -2,       -2,        0,        0
   95,    2.7143,    1.3571,        0,   279466,   1.6631,    26513,      625,     0000, 0.12341752,        0,        2,   461728,   459731, 122369.71, 102067.06,     3707,    25561,    70357,        0,        0,        0,        0,        0,        0,   142917,     5419,   105325,      169,   121662,      315,       -2,    93393,    34491,       14,   114050,     2792,       -2,       -2,       -2,       -2,        0,        0
   96,    2.7429,    1.3714,        0,   281892,   1.6771,    26743,      630,     0000, 0.11480993,        0,        1,   465345,   463547, 122821.97, 102465.4,     3662,    25705,    70724,        3,        0,        0,        0,        0,        0,   134708,     5192,    98718,      182,   113617,      321,       -2,    87962,    32364,       16,   104822,     2936,       -2,       -2,       -2,       -2,        0,        0
   97,    2.7714,    1.3857,        1,   284409,   1.6913,    26978,      634,     0000, 0.12018959,        0,        2,   469180,   467076, 123765.7, 103538.07,     3763,    25446,    71539,        1,        0,        0,        0,        0,        0,   137862,     5891,   102851,      203,   116841,      338,       -2,    92576,    34183,       24,   106849,     3067,       -2,       -2,       -2,       -2,        0,        0
   98,       2.8,       1.4,        0,   286776,   1.7056,    27201,      639,     0000, 0.13428948,        0,        2,   472940,   470862, 123971.54, 103654.43,     3687,    25478,    71512,        2,        0,        0,        0,        0,        0,   146338,     6778,   113296,      199,   126320,      343,       -2,   102703,    38511,       23,   115400,     3128,       -2,       -2,       -2,       -2,        0,        0
   99,    2.8286,    1.4143,        0,   289401,   1.7201,    27446,      646,     0000, 0.15700706,        0,        0,   476691,   474637, 125267.79, 104477.26,     3705,    25445,    72105,        1,        0,        0,        0,        0,        0,   162627,     8198,   130026,      193,   143165,      320,       -2,   118874,    45438,       14,   131214,     3200,       -2,       -2,       -2,       -2,        0,        0
  100,    2.8571,    1.4286,        0,   291838,   1.7347,    27689,      652,     0000, 0.18013761,        0,        1,   480493,   478506, 125924.9, 105242.14,     3673,    25261,    72695,        0,        0,        0,        0,        0,        0,   178960,     9769,   147292,      186,   160331,      317,       -2,   134899,    52571,       17,   148051,     3227,       -2,       -2,       -2,       -2,        0,        0
  101,    2.8857,    1.4429,        0,   294233,   1.7495,    27914,      657,     0000, 0.20248579,        0,        1,   484326,   482480, 127184.08, 106230.78,     3645,    25770,    73100,        0,        0,        0,        0,        0,        0,   195969,    11199,   164210,      154,   177592,      302,       -2,   151245,    59578,       10,   165672,     3340,       -2,       -2,       -2,       -2,        0,        0
  102,    2.9143,    1.4571,        2,   296820,   1.7644,    28160,      661,     0000, 0.22033219,        0,        3,   488286,   486543, 127170.89, 106333.62,     3655,    25298,    73456,        3,        0,        0,        0,        0,        0,   209368,    12460,   177971,      170,   191726,      297,       -2,   163970,    65399,       19,   180218,     3381,       -2,       -2,       -2,       -2,        0,        0
  103,    2.9429,    1.4714,        0,   299399,   1.7794,    28403,      666,     0000, 0.23033143,        0,        0,   492561,   490643, 128824.1, 107746.67,     3778,    25541,    74433,        2,        0,        0,        0,        0,        0,   217003,    13254,   185957,      152,   199859,      281,       -2,   171364,    68961,       12,   189266,     3475,       -2,       -2,       -2,       -2,        0,        0
  104,    2.9714,    1.4857,        1,   302065,   1.7946,    28658,      671,     0000, 0.22978167,        0,        1,   496729,   494903, 129713.34, 108559.86,     3694,    25520,    74903,        3,        0,        0,        0,        0,        0,   217864,    13564,   187281,      165,   201011,      293,       -2,   172555,    69409,       16,   191683,     3510,       -2,       -2,       -2,       -2,        0,        0
  105,         3,       1.5,        0,   304575,   1.8100,    28901,      677,     0000, 0.22332102,        0,        0,   500760,   499048, 131121.83, 109776.5,     3638,    25659,    75906,        1,        0,        0,        0,        0,        0,   212241,    13565,   181800,      178,   195309,      308,       -2,   167502,    68018,       25,   187343,     3580,       -2,       -2,       -2,       -2,        0,        0
  106,    3.0286,    1.5143,        1,   307095,   1.8255,    29134,      682,     0000, 0.20687084,        0,        1,   504981,   502860, 131635.13, 110333.34,     3673,    25401,    76491,        0,        0,        0,        0,        0,        0,   198390,    12774,   169435,      154,   182235,      263,       -2,   155833,    63529,       12,   175833,     3460,       -2,       -2,       -2,       -2,        0,        0
  107,    3.0571,    1.5286,        0,   309531,   1.8412,    29367,      688,     0000, 0.1842788,        0,        4,   509034,   506983, 132157.82, 110708.41,     3712,    25943,    76111,        1,        0,        0,        0,        0,        0,   180404,    11580,   152150,      154,   164248,      262,       -2,   139693,    57040,       10,   159086,     3528,       -2,       -2,       -2,       -2,        0,        0
  108,    3.0857,    1.5429,        0,   312009,   1.8569,    29603,      695,     0000, 0.15718457,        0,        0,   513487,   511197, 132760.56, 111660.08,     3754,    25791,    77014,        0,        0,        0,        0,        0,        0,   158741,    10138,   131119,      168,   142256,      256,       -2,   120093,    49043,       10,   138073,     3653,       -2,       -2,       -2,       -2,        0,        0
  109,    3.1143,    1.5571,        0,   314907,   1.8729,    29872,      701,     0000, 0.13118476,        0,        0,   517929,   515897, 133988.41, 112193.59,     3705,    25770,    77468,        3,        0,        0,        0,        0,        0,   136858,     8698,   110544,      129,   120702,      216,       -2,   100964,    41311,       14,   117339,     3467,       -2,       -2,       -2,       -2,        0,        0
  110,    3.1429,    1.5714,        1,   317087,   1.8890,    30085,      706,     0000, 0.10533702,        0,        4,   522139,   520043, 134686.13, 113210.32,     3621,    25577,    78231,        2,        0,        0,        0,        0,        0,   115884,     7023,    90253,      129,    99388,      219,       -2,    82190,    33401,       11,    96347,     3569,       -2,       -2,       -2,       -2,        0,        0
  111,    3.1714,    1.5857,        1,   319324,   1.9052,    30293,      712,     0000, 0.084988914,        0,        2,   526368,   524204, 135327.52, 113893.83,     3576,    25802,    78836,        3,        0,        0,        0,        0,        0,    98578,     5736,    73779,      130,    82287,      225,       -2,    66933,    27139,        9,    79026,     3580,       -2,       -2,       -2,       -2,        0,        0
  112,       3.2,       1.6,        0,   321829,   1.9216,    30533,      719,     0000, 0.071137157,        0,        0,   531170,   529155, 135670.72, 114144.96,     3588,    25920,    78834,        0,        0,        0,        0,        0,        0,    85465,     4718,    61616,      131,    69186,      223,       -2,    55900,    22894,        5,    65780,     3703,       -2,       -2,       -2,       -2,        0,        0
  113,    3.2286,    1.6143,        1,   324584,   1.9381,    30796,      725,     0000, 0.063468933,        0,        1,   536293,   534428, 136855.28, 115086.2,     3616,    25804,    79568,        1,        0,        0,        0,        0,        0,    78518,     4410,    55421,      119,    62324,      191,       -2,    50385,    20601,       10,    58296,     3790,       -2,       -2,       -2,       -2,        0,        0
  114,    3.2571,    1.6286,        0,   327030,   1.9548,    31026,      731,     0000, 0.064015534,        0,        1,   541376,   539201, 138206.89, 116156.66,     3620,    25507,    80413,        0,        0,        0,        0,        0,        0,    77383,     4513,    55055,      133,    61557,      210,       -2,    50441,    20935,       12,    56970,     3617,       -2,       -2,       -2,       -2,        0,        0
  115,    3.2857,    1.6429,        1,   329962,   1.9716,    31303,      737,     0000, 0.069474667,        0,        2,   546399,   544071, 139668.49, 117187.93,     3661,    25897,    81064,        2,        0,        0,        0,        0,        0,    81652,     4993,    59748,      133,    65970,      211,       -2,    54999,    22924,       13,    60656,     3613,       -2,       -2,       -2,       -2,        0,        0
  116,    3.3143,    1.6571,        0,   333102,   1.9886,    31587,      743,     0000, 0.079047859,        0,        0,   551211,   549190, 139955.97, 117814.85,     3590,    25903,    81406,        0,        0,        0,        0,        0,        0,    89420,     5894,    67773,      134,    73797,      212,       -2,    62732,    26331,       16,    68045,     3766,       -2,       -2,       -2,       -2,        0,        0
  117,    3.3429,    1.6714,        1,   335971,   2.0057,    31865,      749,     0000, 0.090763786,        0,        2,   556129,   553668, 140805.73, 118568.28,     3496,    25989,    82148,        1,        0,        0,        0,        0,        0,    99320,     6736,    78197,      109,    84251,      186,       -2,    72748,    30494,       11,    78209,     3712,       -2,       -2,       -2,       -2,        0,        0
  118,    3.3714,    1.6857,        1,   339097,   2.0230,    32160,      755,     0000, 0.10235419,        0,        1,   560653,   558239, 141720.41, 119251.08,     3643,    25895,    82537,        0,        0,        0,        0,        0,        0,   109886,     7854,    88872,      116,    95026,      173,       -2,    82786,    34708,       13,    88869,     3766,       -2,       -2,       -2,       -2,        0,        0
  119,       3.4,       1.7,        0,   341977,   2.0404,    32440,      762,     0000, 0.11191103,        0,        0,   565182,   562677, 142530.1, 120038.77,     3611,    25889,    83107,        1,        0,        0,        0,        0,        0,   119071,     8687,    98190,      115,   104418,      185,       -2,    91647,    38271,       11,    98426,     3754,       -2,       -2,       -2,       -2,        0,        0
  120,    3.4286,    1.7143,        0,   345078,   2.0580,    32734,      769,     0000, 0.11575354,        0,        3,   569583,   567186, 143892.51, 121205.56,     3541,    25927,    83882,        2,        0,        0,        0,        0,        0,   123716,     9069,   103221,      114,   109459,      197,       -2,    96449,    39944,       14,   104084,     3701,       -2,       -2,       -2,       -2,        0,        0
  121,    3.4571,    1.7286,        0,   347892,   2.0757,    32994,      777,     0000, 0.11638382,        0,        1,   573995,   571860, 145356.77, 122238.01,     3582,    25856,    84462,        0,        0,        0,        0,        0,        0,   125945,     9342,   105706,      108,   111990,      183,       -2,    98640,    40489,       15,   107198,     3742,       -2,       -2,       -2,       -2,        0,        0
  122,    3.4857,    1.7429,        0,   350429,   2.0935,    33240,      783,     0000, 0.11107243,        0,        1,   578358,   576290, 145769.59, 122722.05,     3615,    25927,    84960,        1,        0,        0,        0,        0,        0,   122237,     8981,   102445,       97,   108406,      167,       -2,    95473,    38923,        6,   104336,     3685,       -2,       -2,       -2,       -2,        0,        0
  123,    3.5143,    1.7571,        1,   352882,   2.1115,    33473,      789,     0000, 0.10125764,        0,        1,   583101,   581115, 145998.83, 123238.77,     3550,    25951,    85214,        1,        0,        0,        0,        0,        0,   115788,     8402,    96292,       98,   102110,      170,       -2,    89571,    35732,       11,    98764,     3704,       -2,       -2,       -2,       -2,        0,        0
  124,    3.5429,    1.7714,        0,   355307,   2.1297,    33706,      796,     0000, 0.089961639,        0,        0,   588772,   586420, 146548.66, 123416.23,     3540,    25940,    85203,        1,        0,        0,        0,        0,        0,   105074,     7566,    85957,      102,    91453,      161,       -2,    79797,    31964,       15,    88855,     3593,       -2,       -2,       -2,       -2,        0,        0
  125,    3.5714,    1.7857,        0,   358125,   2.1480,    33980,      803,     0000, 0.073946248,        0,        0,   594369,   592115, 148297.25, 125017.67,     3614,    26111,    86301,        2,        0,        0,        0,        0,        0,    92196,     6168,    73272,       89,    78374,      167,       -2,    67793,    26482,        9,    76437,     3831,       -2,       -2,       -2,       -2,        0,        0
  126,       3.6,       1.8,        0,   360935,   2.1664,    34248,      810,     0000, 0.058777896,        0,        3,   599856,   597652, 148736.36, 125536.38,     3544,    26322,    86809,        0,        0,        0,        0,        0,        0,    78804,     5010,    60198,       91,    65004,      155,       -2,    55498,    21215,        3,    63554,     3703,       -2,       -2,       -2,       -2,        0,        0
  127,    3.6286,    1.8143,        1,   363732,   2.1850,    34509,      818,     0000, 0.044821462,        0,        2,   604907,   603045, 149765.62, 126552.31,     3604,    26037,    87552,        1,        0,        0,        0,        0,        0,    64807,     3982,    47234,       80,    51413,      132,       -2,    43229,    16303,        9,    50217,     3510,       -2,       -2,       -2,       -2,        0,        0
  128,    3.6571,    1.8286,        1,   366432,   2.2037,    34762,      825,     0000, 0.034437495,        0,        2,   610532,   608537, 151234.86, 127632.99,     3625,    26385,    88048,        1,        0,        0,        0,        0,        0,    54394,     3118,    37125,       84,    40999,      139,       -2,    33827,    12619,       11,    39839,     3514,       -2,       -2,       -2,       -2,        0,        0
  129,    3.6857,    1.8429,        0,   369180,   2.2226,    35025,      833,     0000, 0.026149846,        0,        2,   616315,   613877, 151670.5, 128155.35,     3586,    26023,    88809,        1,        0,        0,        0,        0,        0,    46023,     2329,    29061,       82,    32545,      144,       -2,    26400,     9654,        5,    31264,     3496,       -2,       -2,       -2,       -2,        0,        0
  130,    3.7143,    1.8571,        1,   372126,   2.2416,    35302,      838,     0000, 0.022554189,        0,        2,   621633,   619309, 152711.22, 129297.37,     3553,    26335,    89377,        2,        0,        0,        0,        0,        0,    40864,     2103,    24626,       59,    27578,      122,       -2,    22269,     8393,        7,    26139,     3491,       -2,       -2,       -2,       -2,        0,        0
  131,    3.7429,    1.8714,        0,   375052,   2.2608,    35578,      845,     0000, 0.020805115,        0,        0,   627083,   624835, 153246.62, 130073.34,     3543,    26427,    90037,        2,        0,        0,        0,        0,        0,    38863,     1886,    22460,       62,    25370,      115,       -2,    20587,     7803,        7,    23661,     3649,       -2,       -2,       -2,       -2,        0,        0
  132,    3.7714,    1.8857,        0,   378070,   2.2801,    35862,      853,     0000, 0.022085857,        0,        2,   632667,   630414, 154476.57, 130729.01,     3624,    26564,    90217,        0,        0,        0,        0,        0,        0,    39792,     2057,    23865,       76,    26559,      151,       -2,    21950,     8350,        5,    24533,     3494,       -2,       -2,       -2,       -2,        0,        0
  133,       3.8,       1.9,        0,   381314,   2.2996,    36176,      864,     0000, 0.024911228,        0,        3,   638506,   636217, 156055.46, 132268.39,     3527,    26708,    91308,        1,        0,        0,        0,        0,        0,    42210,     2252,    26689,       85,    29218,      140,       -2,    24757,     9499,        6,    26994,     3421,       -2,       -2,       -2,       -2,        0,        0
  134,    3.8286,    1.9143,        0,   384672,   2.3192,    36493,      871,     0000, 0.027802907,        0,        1,   644433,   641798, 157300.85, 133199.55,     3687,    26690,    92526,        0,        0,        0,        0,        0,        0,    45613,     2541,    30096,       72,    32704,      105,       -2,    28046,    10695,        4,    30259,     3528,       -2,       -2,       -2,       -2,        0,        0
  135,    3.8571,    1.9286,        0,   388156,   2.3390,    36818,      876,     0000, 0.031515679,        0,        3,   649906,   647102, 157506.89, 133651.63,     3663,    26507,    92266,        1,        0,        0,        0,        0,        0,    50014,     2836,    34543,       73,    37119,      120,       -2,    32311,    12233,        8,    34686,     3329,       -2,       -2,       -2,       -2,        0,        0
  136,    3.8857,    1.9429,        0,   391604,   2.3589,    37142,      882,     0000, 0.033845415,        0,        0,   655057,   652212, 158366.43, 134322.26,     3625,    26653,    92477,        1,        0,        0,        0,        0,        0,    52796,     3096,    37686,       72,    40176,      101,       -2,    35213,    13254,       11,    37835,     3341,       -2,       -2,       -2,       -2,        0,        0
  137,    3.9143,    1.9571,        0,   395148,   2.3789,    37484,      890,     0000, 0.035976394,        0,        1,   660008,   657666, 159708.22, 135685.62,     3656,    26688,    93893,        1,        0,        0,        0,        0,        0,    54833,     3283,    39872,       65,    42364,      103,       -2,    37223,    14216,        0,    40161,     3306,       -2,       -2,       -2,       -2,        0,        0
  138,    3.9429,    1.9714,        0,   398247,   2.3992,    37780,      897,     0000, 0.034779923,        0,        0,   665284,   662942, 160414.43, 136123.03,     3736,    26691,    94089,        0,        0,        0,        0,        0,        0,    55365,     3182,    40352,       74,    42862,      120,       -2,    37654,    13851,        9,    40945,     3416,       -2,       -2,       -2,       -2,        0,        0
  139,    3.9714,    1.9857,        0,   401474,   2.4195,    38084,      905,     0000, 0.032891296,        0,        0,   670834,   668410, 162111.48, 137202.7,     3661,    26889,    94572,        0,        0,        0,        0,        0,        0,    53728,     3073,    38986,       53,    41368,      101,       -2,    36303,    13205,        4,    39906,     3305,       -2,       -2,       -2,       -2,        0,        0
  140,         4,         2,        0,   405903,   2.4400,    38502,      914,     0000, 0.029916014,        0,        1,   677154,   674396, 164109.52, 139426.48,     3635,    27094,    95975,        3,        0,        0,        0,        0,        0,    50492,     2796,    35789,       61,    38050,       97,       -2,    33286,    12143,        7,    36909,     3320,       -2,       -2,       -2,       -2,        0,        0
  141,    4.0286,    2.0143,        1,   411425,   2.4606,    39026,      920,     0000, 0.025115149,        0,        4,   685562,   682544, 165133.88, 140104.2,     3664,    27018,    96908,        1,        0,        0,        0,        0,        0,    46269,     2397,    31665,       62,    33784,      103,       -2,    29152,    10333,        4,    32886,     3412,       -2,       -2,       -2,       -2,        0,        0
  142,    4.0571,    2.0286,        0,   416557,   2.4814,    39514,      927,     0000, 0.020407771,        0,        2,   693644,   690761, 167246.35, 141724.78,     3638,    27388,    97852,        3,        0,        0,        0,        0,        0,    41482,     1981,    26844,       61,    28909,       95,       -2,    24663,     8501,        5,    28334,     3384,       -2,       -2,       -2,       -2,        0,        0
  143,    4.0857,    2.0429,        1,   419998,   2.5024,    39840,      936,     0000, 0.015990552,        0,        4,   699646,   697167,   167494, 142059.86,     3690,    27369,    97930,        3,        0,        0,        0,        0,        0,    36042,     1490,    21589,       46,    23396,       87,       -2,    19757,     6716,        6,    23054,     3377,       -2,       -2,       -2,       -2,        0,        0
  144,    4.1143,    2.0571,        0,   423537,   2.5235,    40183,      944,     0000, 0.011892704,        0,        1,   705718,   703382, 169362.1, 143501.67,     3672,    27483,    99078,        2,        0,        0,        0,        0,        0,    30554,     1163,    16576,       52,    18160,       88,       -2,    15084,     5037,        3,    17998,     3318,       -2,       -2,       -2,       -2,        0,        0
  145,    4.1429,    2.0714,        0,   427337,   2.5447,    40543,      952,     0000, 0.0082347187,        0,        2,   711827,   709612, 169107.63, 143754.85,     3708,    27446,    99000,        3,        0,        0,        0,        0,        0,    26017,      783,    12179,       50,    13604,       91,       -2,    10980,     3519,        7,    13512,     3371,       -2,       -2,       -2,       -2,        0,        0
  146,    4.1714,    2.0857,        1,   430814,   2.5661,    40873,      961,     0000, 0.0054965716,        0,        3,   717798,   715220, 172124.51, 145586.18,     3573,    27745,   100727,        0,        0,        0,        0,        0,        0,    22261,      538,     8521,       50,     9766,       88,       -2,     7642,     2368,        5,     9641,     3267,       -2,       -2,       -2,       -2,        0,        0
  147,       4.2,       2.1,        1,   434424,   2.5876,    41212,      967,     0000, 0.003814246,        0,        3,   723531,   720839, 173159.6, 147092.12,     3707,    27852,   101163,        2,        0,        0,        0,        0,        0,    19900,      368,     6139,       44,     7197,       66,       -2,     5447,     1657,        6,     7008,     3380,       -2,       -2,       -2,       -2,        0,        0
  148,    4.2286,    2.1143,        0,   437848,   2.6093,    41536,      976,     0000, 0.0028388847,        0,        0,   729394,   726509, 173347.08, 147358.72,     3715,    27937,   101505,        0,        0,        0,        0,        0,        0,    18385,      247,     4821,       46,     5823,       75,       -2,     4263,     1243,        5,     5547,     3210,       -2,       -2,       -2,       -2,        0,        0
  149,    4.2571,    2.1286,        1,   441503,   2.6311,    41883,      984,     0000, 0.0028063229,        0,        4,   735407,   732538, 174686.22, 148206.89,     3685,    27796,   102169,        1,        0,        0,        0,        0,        0,    18289,      244,     4594,       52,     5532,       80,       -2,     4136,     1239,        4,     5168,     3376,       -2,       -2,       -2,       -2,        0,        0
  150,    4.2857,    2.1429,        0,   444853,   2.6531,    42196,      991,     0000, 0.003149355,        0,        0,   741386,   738263, 174287.55, 148223.88,     3635,    27851,   101822,        2,        0,        0,        0,        0,        0,    18555,      289,     5014,       46,     5890,       79,       -2,     4574,     1401,        5,     5413,     3227,       -2,       -2,       -2,       -2,        0,        0
  151,    4.3143,    2.1571,        0,   448176,   2.6752,    42508,     1000,     0000, 0.003938185,        0,        0,   747411,   743880, 177840.32, 151358.76,     3740,    28042,   104575,        0,        0,        0,        0,        0,        0,    19494,      355,     5967,       44,     6755,       86,       -2,     5524,     1765,        3,     6232,     3270,       -2,       -2,       -2,       -2,        0,        0
  152,    4.3429,    2.1714,        0,   452038,   2.6974,    42873,     1007,     0000, 0.0049885187,        0,        0,   754049,   750325, 178211.55, 151633.71,     3758,    28204,   104469,        1,        0,        0,        0,        0,        0,    20915,      459,     7329,       39,     8167,       69,       -2,     6808,     2255,        5,     7527,     3345,       -2,       -2,       -2,       -2,        0,        0
  153,    4.3714,    2.1857,        0,   455987,   2.7198,    43257,     1018,     0000, 0.006144912,        0,        0,   760926,   757167, 179721.91, 152945.04,     3816,    28453,   105035,        1,        0,        0,        0,        0,        0,    22706,      553,     9141,       43,     9982,       75,       -2,     8524,     2802,        3,     9310,     3318,       -2,       -2,       -2,       -2,        0,        0
  154,       4.4,       2.2,        0,   460225,   2.7424,    43646,     1028,     0000, 0.0070878375,        0,        1,   767260,   763194, 181151.97, 153980.28,     3805,    28855,   105629,        3,        1,        1,        1,        0,        0,    24176,      680,    10411,       42,    11317,       69,       -2,     9748,     3262,        3,    10654,     3353,       -2,       -2,       -2,       -2,        0,        0
  155,    4.4286,    2.2143,        0,   464472,   2.7651,    44050,     1036,     0000, 0.0082157805,        0,        2,   772844,   768981, 182051.55, 154931.43,     3771,    28746,   106423,        2,        1,        1,        1,        0,        0,    25528,      851,    11719,       44,    12624,       63,       -2,    10984,     3816,        1,    11987,     3348,       -2,       -2,       -2,       -2,        0,        0
  156,    4.4571,    2.2286,        0,   468382,   2.7880,    44421,     1044,     0000, 0.0087257837,        0,        2,   778383,   774596, 184395.08, 157154.01,     3831,    28675,   108347,        2,        0,        0,        0,        0,        0,    26553,      873,    12774,       36,    13667,       73,       -2,    11906,     4087,        3,    13046,     3262,       -2,       -2,       -2,       -2,        0,        0
  157,    4.4857,    2.2429,        0,   472517,   2.8109,    44824,     1054,     0000, 0.0091467609,        0,        0,   784301,   780623, 184721.38, 157112.26,     3691,    28617,   108443,        3,        0,        0,        0,        0,        0,    26888,      955,    13047,       43,    13967,       74,       -2,    12120,     4322,        4,    13432,     3314,       -2,       -2,       -2,       -2,        0,        0
  158,    4.5143,    2.2571,        0,   476556,   2.8341,    45202,     1064,     0000, 0.0091300917,        0,        1,   790858,   786882, 186698.5, 158983.94,     3848,    28736,   109375,        2,        1,        1,        1,        0,        0,    26738,     1026,    13066,       49,    13966,       82,       -2,    12192,     4351,       10,    13576,     3216,       -2,       -2,       -2,       -2,        0,        0
  159,    4.5429,    2.2714,        1,   481066,   2.8574,    45632,     1071,     0000, 0.0088927507,        0,        2,   796763,   793179, 186681.18, 159267.48,     3731,    29016,   109555,        1,        0,        0,        0,        0,        0,    26486,      989,    12717,       49,    13564,       79,       -2,    11831,     4278,        4,    13253,     3248,       -2,       -2,       -2,       -2,        0,        0
  160,    4.5714,    2.2857,        0,   485472,   2.8808,    46043,     1079,     0000, 0.0080952146,        0,        0,   802565,   799333, 188535.02, 160640.08,     3848,    29200,   110457,        1,        1,        1,        1,        0,        0,    25609,      868,    11695,       40,    12528,       58,       -2,    10895,     3930,        1,    12348,     3333,       -2,       -2,       -2,       -2,        0,        0
